ts_code,symbol,exchange,name,fut_code,multiplier,trade_unit,per_unit,quote_unit,quote_unit_desc,d_month,list_date,delist_date,last_ddate
PS2603.GFE,PS2603,GFEX,多晶硅2603,PS,,吨,3.0,人民币元/吨,5人民币元/吨,202603,2025-03-17,2026-03-13,20260318
JD2612.DCE,JD2612,DCE,鸡蛋2612,JD,,吨,5.0,人民币元/500千克,1人民币元/500千克,202612,2025-12-29,2026-12-28,20261231
LG2601.DCE,LG2601,DCE,原木2601,LG,,立方米,90.0,人民币元/立方米,0.5人民币元/立方米,202601,2025-01-23,2026-01-27,20260130
BC2606.INE,BC2606,INE,国际铜2606,BC,,吨,5.0,人民币元/吨,10人民币元/吨,202606,2025-06-17,2026-06-15,20260623
SF2612.ZCE,SF612,CZCE,硅铁2612,SF,,吨,5.0,人民币元/吨,2人民币元/吨,202612,2025-12-15,2026-12-14,20261217
BU2709.SHF,BU2709,SHFE,沥青2709,BU,,吨,10.0,人民币元/吨,1人民币元/吨,202709,2025-09-16,2027-09-15,20270917
L2602.DCE,L2602,DCE,塑料2602,L,,吨,5.0,人民币元/吨,1人民币元/吨,202602,2025-02-19,2026-02-13,20260226
AG2701.SHF,AG2701,SHFE,沪银2701,AG,,千克,15.0,人民币元/千克,1人民币元/千克,202701,2026-01-16,2027-01-15,20270119
EC2610.INE,EC2610,INE,集运指数(欧线)2610,EC,50.0,张,1.0,指数点,0.1指数点,202610,2025-10-28,2026-10-26,20261026
PM2607.ZCE,PM607,CZCE,普麦2607,PM,,吨,50.0,人民币元/吨,1人民币元/吨,202607,2025-07-15,2026-07-14,20260717
FB2604.DCE,FB2604,DCE,纤维板2604,FB,,立方米,10.0,人民币元/立方米,0.5人民币元/立方米,202604,2025-04-16,2026-04-15,20260420
HC2607.SHF,HC2607,SHFE,热轧卷板2607,HC,,吨,10.0,人民币元/吨,1人民币元/吨,202607,2025-07-16,2026-07-15,20260717
V2604.DCE,V2604,DCE,PVC2604,V,,吨,5.0,人民币元/吨,1人民币元/吨,202604,2025-04-16,2026-04-15,20260420
A2607.DCE,A2607,DCE,豆一2607,A,,吨,10.0,人民币元/吨,1人民币元/吨,202607,2025-07-15,2026-07-14,20260717
V2605.DCE,V2605,DCE,PVC2605,V,,吨,5.0,人民币元/吨,1人民币元/吨,202605,2025-05-20,2026-05-19,20260522
BC2610.INE,BC2610,INE,国际铜2610,BC,,吨,5.0,人民币元/吨,10人民币元/吨,202610,2025-10-16,2026-10-15,20261022
SP2604.SHF,SP2604,SHFE,纸浆2604,SP,,吨,10.0,人民币元/吨,2人民币元/吨,202604,2025-04-16,2026-04-15,20260417
RR2604.DCE,RR2604,DCE,粳米2604,RR,,吨,10.0,人民币元/吨,1人民币元/吨,202604,2025-04-16,2026-04-15,20260420
EB2601.DCE,EB2601,DCE,苯乙烯2601,EB,,吨,5.0,人民币元/吨,1人民币元/吨,202601,2025-01-23,2026-01-27,20260130
BZ2608.DCE,BZ2608,DCE,纯苯2608,BZ,,吨,30.0,人民币元/吨,1人民币元/吨,202608,2025-08-27,2026-08-26,20260831
ZC2612.ZCE,ZC612,CZCE,动力煤2612,ZC,,吨,100.0,人民币元/吨,0.2人民币元/吨,202612,2025-12-08,2026-12-07,20261210
JM2603.DCE,JM2603,DCE,焦煤2603,JM,,吨,60.0,人民币元/吨,0.5人民币元/吨,202603,2025-03-17,2026-03-13,20260318
IH2609.CFX,IH2609,CFFEX,IH2609,IH,300.0,张,1.0,指数点,0.2指数点,202609,2026-01-19,2026-09-18,20260918
SH2606.ZCE,SH606,CZCE,烧碱2606,SH,,吨,30.0,人民币元/吨,1人民币元/吨,202606,2025-06-17,2026-06-12,20260617
SN2609.SHF,SN2609,SHFE,沪锡2609,SN,,吨,1.0,人民币元/吨,10人民币元/吨,202609,2025-09-16,2026-09-15,20260917
FG2609.ZCE,FG609,CZCE,玻璃2609,FG,,吨,20.0,人民币元/吨,1人民币元/吨,202609,2025-09-15,2026-09-14,20260917
JD2601.DCE,JD2601,DCE,鸡蛋2601,JD,,吨,5.0,人民币元/500千克,1人民币元/500千克,202601,2025-01-23,2026-01-27,20260130
SF2607.ZCE,SF607,CZCE,硅铁2607,SF,,吨,5.0,人民币元/吨,2人民币元/吨,202607,2025-07-15,2026-07-14,20260717
EG2612.DCE,EG2612,DCE,乙二醇2612,EG,,吨,10.0,人民币元/吨,1人民币元/吨,202612,2025-12-29,2026-12-28,20261231
LC2606.GFE,LC2606,GFEX,碳酸锂2606,LC,,吨,1.0,人民币元/吨,20人民币元/吨,202606,2025-06-17,2026-06-12,20260617
UR2701.ZCE,UR701,CZCE,尿素2701,UR,,吨,20.0,人民币元/吨,1人民币元/吨,202701,2026-01-19,2027-01-14,20270119
A2609.DCE,A2609,DCE,豆一2609,A,,吨,10.0,人民币元/吨,1人民币元/吨,202609,2025-09-15,2026-09-14,20260917
B2609.DCE,B2609,DCE,豆二2609,B,,吨,10.0,人民币元/吨,1人民币元/吨,202609,2025-09-15,2026-09-14,20260917
BB2609.DCE,BB2609,DCE,胶合板2609,BB,,张,500.0,人民币元/张,0.05人民币元/张,202609,2025-09-15,2026-09-14,20260917
C2609.DCE,C2609,DCE,玉米2609,C,,吨,10.0,人民币元/吨,1人民币元/吨,202609,2025-09-15,2026-09-14,20260917
CS2609.DCE,CS2609,DCE,玉米淀粉2609,CS,,吨,10.0,人民币元/吨,1人民币元/吨,202609,2025-09-15,2026-09-14,20260917
FB2609.DCE,FB2609,DCE,纤维板2609,FB,,立方米,10.0,人民币元/立方米,0.5人民币元/立方米,202609,2025-09-15,2026-09-14,20260917
I2609.DCE,I2609,DCE,铁矿石2609,I,,吨,100.0,人民币元/吨,0.5人民币元/吨,202609,2025-09-15,2026-09-14,20260917
J2609.DCE,J2609,DCE,焦炭2609,J,,吨,100.0,人民币元/吨,0.5人民币元/吨,202609,2025-09-15,2026-09-14,20260917
JM2609.DCE,JM2609,DCE,焦煤2609,JM,,吨,60.0,人民币元/吨,0.5人民币元/吨,202609,2025-09-15,2026-09-14,20260917
L2609.DCE,L2609,DCE,塑料2609,L,,吨,5.0,人民币元/吨,1人民币元/吨,202609,2025-09-15,2026-09-14,20260917
M2609.DCE,M2609,DCE,豆粕2609,M,,吨,10.0,人民币元/吨,1人民币元/吨,202609,2025-09-15,2026-09-14,20260917
P2609.DCE,P2609,DCE,棕榈油2609,P,,吨,10.0,人民币元/吨,2人民币元/吨,202609,2025-09-15,2026-09-14,20260917
PP2609.DCE,PP2609,DCE,聚丙烯2609,PP,,吨,5.0,人民币元/吨,1人民币元/吨,202609,2025-09-15,2026-09-14,20260917
RR2609.DCE,RR2609,DCE,粳米2609,RR,,吨,10.0,人民币元/吨,1人民币元/吨,202609,2025-09-15,2026-09-14,20260917
V2609.DCE,V2609,DCE,PVC2609,V,,吨,5.0,人民币元/吨,1人民币元/吨,202609,2025-09-15,2026-09-14,20260917
Y2609.DCE,Y2609,DCE,豆油2609,Y,,吨,10.0,人民币元/吨,2人民币元/吨,202609,2025-09-15,2026-09-14,20260917
AD2608.SHF,AD2608,SHFE,铸造铝合金2608,AD,,吨,10.0,人民币元/吨,5人民币元/吨,202608,2025-08-18,2026-08-17,20260819
PR2610.ZCE,PR610,CZCE,瓶片2610,PR,,吨,15.0,人民币元/吨,2人民币元/吨,202610,2025-10-23,2026-10-21,20261026
SC2612.INE,SC2612,INE,原油2612,SC,,桶,1000.0,人民币元/桶,0.1人民币元/桶,202612,2023-12-01,2026-11-30,20261207
AD2612.SHF,AD2612,SHFE,铸造铝合金2612,AD,,吨,10.0,人民币元/吨,5人民币元/吨,202612,2025-12-16,2026-12-15,20261217
SC2607.INE,SC2607,INE,原油2607,SC,,桶,1000.0,人民币元/桶,0.1人民币元/桶,202607,2025-07-01,2026-06-30,20260707
B2701.DCE,B2701,DCE,豆二2701,B,,吨,10.0,人民币元/吨,1人民币元/吨,202701,2026-01-19,2027-01-15,20270120
SI2607.GFE,SI2607,GFEX,工业硅2607,SI,,吨,5.0,人民币元/吨,5人民币元/吨,202607,2025-07-15,2026-07-14,20260717
AL2611.SHF,AL2611,SHFE,沪铝2611,AL,,吨,5.0,人民币元/吨,5人民币元/吨,202611,2025-11-18,2026-11-16,20261118
OI2607.ZCE,OI607,CZCE,菜油2607,OI,,吨,10.0,人民币元/吨,1人民币元/吨,202607,2025-07-15,2026-07-14,20260717
Y2608.DCE,Y2608,DCE,豆油2608,Y,,吨,10.0,人民币元/吨,2人民币元/吨,202608,2025-08-15,2026-08-14,20260819
EG2601.DCE,EG2601,DCE,乙二醇2601,EG,,吨,10.0,人民币元/吨,1人民币元/吨,202601,2025-01-23,2026-01-27,20260130
BC2605.INE,BC2605,INE,国际铜2605,BC,,吨,5.0,人民币元/吨,10人民币元/吨,202605,2025-05-16,2026-05-15,20260522
SF2609.ZCE,SF609,CZCE,硅铁2609,SF,,吨,5.0,人民币元/吨,2人民币元/吨,202609,2025-09-15,2026-09-14,20260917
BR2701.SHF,BR2701,SHFE,丁二烯橡胶2701,BR,,吨,5.0,人民币元/吨,5人民币元/吨,202701,2026-01-16,2027-01-15,20270119
LU2610.INE,LU2610,INE,低硫燃料油2610,LU,,吨,10.0,人民币元/吨,1人民币元/吨,202610,2025-10-09,2026-09-30,20261014
NI2606.SHF,NI2606,SHFE,沪镍2606,NI,,吨,1.0,人民币元/吨,10人民币元/吨,202606,2025-06-17,2026-06-15,20260617
EG2609.DCE,EG2609,DCE,乙二醇2609,EG,,吨,10.0,人民币元/吨,1人民币元/吨,202609,2025-09-26,2026-09-24,20260930
WR2701.SHF,WR2701,SHFE,线材2701,WR,,吨,10.0,人民币元/吨,1人民币元/吨,202701,2026-01-16,2027-01-15,20270119
BU2607.SHF,BU2607,SHFE,沥青2607,BU,,吨,10.0,人民币元/吨,1人民币元/吨,202607,2025-07-16,2026-07-15,20260717
RR2607.DCE,RR2607,DCE,粳米2607,RR,,吨,10.0,人民币元/吨,1人民币元/吨,202607,2025-07-15,2026-07-14,20260717
PF2701.ZCE,PF701,CZCE,短纤2701,PF,,吨,5.0,人民币元/吨,2人民币元/吨,202701,2026-01-19,2027-01-14,20270119
JD2610.DCE,JD2610,DCE,鸡蛋2610,JD,,吨,5.0,人民币元/500千克,1人民币元/500千克,202610,2025-10-29,2026-10-27,20261030
BC2607.INE,BC2607,INE,国际铜2607,BC,,吨,5.0,人民币元/吨,10人民币元/吨,202607,2025-07-16,2026-07-15,20260722
SN2611.SHF,SN2611,SHFE,沪锡2611,SN,,吨,1.0,人民币元/吨,10人民币元/吨,202611,2025-11-18,2026-11-16,20261118
C2603.DCE,C2603,DCE,玉米2603,C,,吨,10.0,人民币元/吨,1人民币元/吨,202603,2025-03-17,2026-03-13,20260318
EB2607.DCE,EB2607,DCE,苯乙烯2607,EB,,吨,5.0,人民币元/吨,1人民币元/吨,202607,2025-07-29,2026-07-28,20260731
Y2603.DCE,Y2603,DCE,豆油2603,Y,,吨,10.0,人民币元/吨,2人民币元/吨,202603,2025-03-17,2026-03-13,20260318
PR2701.ZCE,PR701,CZCE,瓶片2701,PR,,吨,15.0,人民币元/吨,2人民币元/吨,202701,2026-01-19,2027-01-14,20270119
BB2701.DCE,BB2701,DCE,胶合板2701,BB,,张,500.0,人民币元/张,0.05人民币元/张,202701,2026-01-19,2027-01-15,20270120
ZC2610.ZCE,ZC610,CZCE,动力煤2610,ZC,,吨,100.0,人民币元/吨,0.2人民币元/吨,202610,2025-10-16,2026-10-14,20261019
PX2612.ZCE,PX612,CZCE,对二甲苯2612,PX,,吨,5.0,人民币元/吨,2人民币元/吨,202612,2025-12-15,2026-12-14,20261217
FG2608.ZCE,FG608,CZCE,玻璃2608,FG,,吨,20.0,人民币元/吨,1人民币元/吨,202608,2025-08-15,2026-08-14,20260819
IM2602.CFX,IM2602,CFFEX,IM2602,IM,200.0,张,1.0,指数点,0.2指数点,202602,2025-12-22,2026-02-24,20260224
B2603.DCE,B2603,DCE,豆二2603,B,,吨,10.0,人民币元/吨,1人民币元/吨,202603,2025-03-17,2026-03-13,20260318
CU2604.SHF,CU2604,SHFE,沪铜2604,CU,,吨,5.0,人民币元/吨,10人民币元/吨,202604,2025-04-16,2026-04-15,20260417
CS2701.DCE,CS2701,DCE,玉米淀粉2701,CS,,吨,10.0,人民币元/吨,1人民币元/吨,202701,2026-01-19,2027-01-15,20270120
TA2612.ZCE,TA612,CZCE,PTA2612,TA,,吨,5.0,人民币元/吨,2人民币元/吨,202612,2025-12-15,2026-12-14,20261217
JM2606.DCE,JM2606,DCE,焦煤2606,JM,,吨,60.0,人民币元/吨,0.5人民币元/吨,202606,2025-06-17,2026-06-12,20260617
BZ2609.DCE,BZ2609,DCE,纯苯2609,BZ,,吨,30.0,人民币元/吨,1人民币元/吨,202609,2025-09-26,2026-09-24,20260930
CJ2607.ZCE,CJ607,CZCE,红枣2607,CJ,,吨,5.0,人民币元/吨,5人民币元/吨,202607,2025-07-15,2026-07-14,20260717
AL2607.SHF,AL2607,SHFE,沪铝2607,AL,,吨,5.0,人民币元/吨,5人民币元/吨,202607,2025-07-16,2026-07-15,20260717
NR2610.INE,NR2610,INE,20号胶2610,NR,,吨,10.0,人民币元/吨,5人民币元/吨,202610,2025-10-16,2026-10-15,20261022
PP2701.DCE,PP2701,DCE,聚丙烯2701,PP,,吨,5.0,人民币元/吨,1人民币元/吨,202701,2026-01-19,2027-01-15,20270120
I2604.DCE,I2604,DCE,铁矿石2604,I,,吨,100.0,人民币元/吨,0.5人民币元/吨,202604,2025-04-16,2026-04-15,20260420
AP2612.ZCE,AP612,CZCE,苹果2612,AP,,吨,10.0,人民币元/吨,1人民币元/吨,202612,2025-12-15,2026-12-14,20261217
LC2609.GFE,LC2609,GFEX,碳酸锂2609,LC,,吨,1.0,人民币元/吨,20人民币元/吨,202609,2025-09-15,2026-09-14,20260917
MA2608.ZCE,MA608,CZCE,甲醇2608,MA,,吨,10.0,人民币元/吨,1人民币元/吨,202608,2025-08-15,2026-08-14,20260819
EC2612.INE,EC2612,INE,集运指数(欧线)2612,EC,50.0,张,1.0,指数点,0.1指数点,202612,2025-12-30,2026-12-28,20261228
SP2607.SHF,SP2607,SHFE,纸浆2607,SP,,吨,10.0,人民币元/吨,2人民币元/吨,202607,2025-07-16,2026-07-15,20260717
B2607.DCE,B2607,DCE,豆二2607,B,,吨,10.0,人民币元/吨,1人民币元/吨,202607,2025-07-15,2026-07-14,20260717
PX2701.ZCE,PX701,CZCE,对二甲苯2701,PX,,吨,5.0,人民币元/吨,2人民币元/吨,202701,2026-01-19,2027-01-14,20270119
PB2602.SHF,PB2602,SHFE,沪铅2602,PB,,吨,5.0,人民币元/吨,5人民币元/吨,202602,2025-02-18,2026-02-24,20260226
WH2701.ZCE,WH701,CZCE,强麦2701,WH,,吨,20.0,人民币元/吨,1人民币元/吨,202701,2026-01-19,2027-01-14,20270220
SC2712.INE,SC2712,INE,原油2712,SC,,桶,1000.0,人民币元/桶,0.1人民币元/桶,202712,2024-12-02,2027-11-30,20271207
UR2609.ZCE,UR609,CZCE,尿素2609,UR,,吨,20.0,人民币元/吨,1人民币元/吨,202609,2025-09-15,2026-09-14,20260917
CU2701.SHF,CU2701,SHFE,沪铜2701,CU,,吨,5.0,人民币元/吨,10人民币元/吨,202701,2026-01-16,2027-01-15,20270119
AD2701.SHF,AD2701,SHFE,铸造铝合金2701,AD,,吨,10.0,人民币元/吨,5人民币元/吨,202701,2026-01-16,2027-01-15,20270119
BU2712.SHF,BU2712,SHFE,沥青2712,BU,,吨,10.0,人民币元/吨,1人民币元/吨,202712,2025-12-16,2027-12-15,20271217
PG2606.DCE,PG2606,DCE,LPG2606,PG,,吨,20.0,人民币元/吨,1人民币元/吨,202606,2025-06-26,2026-06-25,20260630
CY2612.ZCE,CY612,CZCE,棉纱2612,CY,,吨,5.0,人民币元/吨,5人民币元/吨,202612,2025-12-15,2026-12-14,20261217
SA2606.ZCE,SA606,CZCE,纯碱2606,SA,,吨,20.0,人民币元/吨,1人民币元/吨,202606,2025-06-17,2026-06-12,20260617
P2608.DCE,P2608,DCE,棕榈油2608,P,,吨,10.0,人民币元/吨,2人民币元/吨,202608,2025-08-15,2026-08-14,20260819
HC2603.SHF,HC2603,SHFE,热轧卷板2603,HC,,吨,10.0,人民币元/吨,1人民币元/吨,202603,2025-03-18,2026-03-16,20260318
SA2608.ZCE,SA608,CZCE,纯碱2608,SA,,吨,20.0,人民币元/吨,1人民币元/吨,202608,2025-08-15,2026-08-14,20260819
SR2701.ZCE,SR701,CZCE,白糖2701,SR,,吨,10.0,人民币元/吨,1人民币元/吨,202701,2026-01-19,2027-01-14,20270119
L2605.DCE,L2605,DCE,塑料2605,L,,吨,5.0,人民币元/吨,1人民币元/吨,202605,2025-05-20,2026-05-19,20260522
HC2605.SHF,HC2605,SHFE,热轧卷板2605,HC,,吨,10.0,人民币元/吨,1人民币元/吨,202605,2025-05-16,2026-05-15,20260519
AU2603.SHF,AU2603,SHFE,沪金2603,AU,,克,1000.0,人民币元/克,0.02人民币元/克,202603,2025-12-16,2026-03-16,20260317
AO2611.SHF,AO2611,SHFE,氧化铝2611,AO,,吨,20.0,人民币元/吨,1人民币元/吨,202611,2025-11-18,2026-11-16,20261118
PG2603.DCE,PG2603,DCE,LPG2603,PG,,吨,20.0,人民币元/吨,1人民币元/吨,202603,2025-03-27,2026-03-26,20260331
FU2610.SHF,FU2610,SHFE,燃油2610,FU,,吨,10.0,人民币元/吨,1人民币元/吨,202610,2025-10-09,2026-09-30,20261009
PP2606.DCE,PP2606,DCE,聚丙烯2606,PP,,吨,5.0,人民币元/吨,1人民币元/吨,202606,2025-06-17,2026-06-12,20260617
HC2609.SHF,HC2609,SHFE,热轧卷板2609,HC,,吨,10.0,人民币元/吨,1人民币元/吨,202609,2025-09-16,2026-09-15,20260917
A2605.DCE,A2605,DCE,豆一2605,A,,吨,10.0,人民币元/吨,1人民币元/吨,202605,2025-05-20,2026-05-19,20260522
T2603.CFX,T2603,CFFEX,T2603,T,10000.0,张,1.0,人民币元,0.005人民币元,202603,2025-06-16,2026-03-13,20260318
LU2611.INE,LU2611,INE,低硫燃料油2611,LU,,吨,10.0,人民币元/吨,1人民币元/吨,202611,2025-11-03,2026-10-30,20261106
T2609.CFX,T2609,CFFEX,T2609,T,10000.0,张,1.0,人民币元,0.005人民币元,202609,2025-12-15,2026-09-11,20260916
AL2602.SHF,AL2602,SHFE,沪铝2602,AL,,吨,5.0,人民币元/吨,5人民币元/吨,202602,2025-02-18,2026-02-24,20260226
L2604.DCE,L2604,DCE,塑料2604,L,,吨,5.0,人民币元/吨,1人民币元/吨,202604,2025-04-16,2026-04-15,20260420
RU2603.SHF,RU2603,SHFE,橡胶2603,RU,,吨,10.0,人民币元/吨,5人民币元/吨,202603,2025-03-18,2026-03-16,20260318
SR2609.ZCE,SR609,CZCE,白糖2609,SR,,吨,10.0,人民币元/吨,1人民币元/吨,202609,2025-09-15,2026-09-14,20260917
AU2604.SHF,AU2604,SHFE,沪金2604,AU,,克,1000.0,人民币元/克,0.02人民币元/克,202604,2025-03-18,2026-04-15,20260416
PP2602.DCE,PP2602,DCE,聚丙烯2602,PP,,吨,5.0,人民币元/吨,1人民币元/吨,202602,2025-02-19,2026-02-13,20260226
BZ2607.DCE,BZ2607,DCE,纯苯2607,BZ,,吨,30.0,人民币元/吨,1人民币元/吨,202607,2025-07-29,2026-07-28,20260731
RI2607.ZCE,RI607,CZCE,早籼稻2607,RI,,吨,20.0,人民币元/吨,1人民币元/吨,202607,2025-07-15,2026-07-14,20260717
SH2612.ZCE,SH612,CZCE,烧碱2612,SH,,吨,30.0,人民币元/吨,1人民币元/吨,202612,2025-12-15,2026-12-14,20261217
SCTAS2604.INE,SC2604TAS,INE,原油2604TAS,SCTAS,,桶,1000.0,人民币元/桶,0.1人民币元/桶,202604,2025-12-01,2026-03-19,
EB2608.DCE,EB2608,DCE,苯乙烯2608,EB,,吨,5.0,人民币元/吨,1人民币元/吨,202608,2025-08-27,2026-08-26,20260831
EG2608.DCE,EG2608,DCE,乙二醇2608,EG,,吨,10.0,人民币元/吨,1人民币元/吨,202608,2025-08-27,2026-08-26,20260831
JD2608.DCE,JD2608,DCE,鸡蛋2608,JD,,吨,5.0,人民币元/500千克,1人民币元/500千克,202608,2025-08-27,2026-08-26,20260831
PG2608.DCE,PG2608,DCE,LPG2608,PG,,吨,20.0,人民币元/吨,1人民币元/吨,202608,2025-08-27,2026-08-26,20260831
SC2812.INE,SC2812,INE,原油2812,SC,,桶,1000.0,人民币元/桶,0.1人民币元/桶,202812,2025-12-01,2028-11-30,20281207
AL2604.SHF,AL2604,SHFE,沪铝2604,AL,,吨,5.0,人民币元/吨,5人民币元/吨,202604,2025-04-16,2026-04-15,20260417
JD2606.DCE,JD2606,DCE,鸡蛋2606,JD,,吨,5.0,人民币元/500千克,1人民币元/500千克,202606,2025-06-26,2026-06-25,20260630
PP2607.DCE,PP2607,DCE,聚丙烯2607,PP,,吨,5.0,人民币元/吨,1人民币元/吨,202607,2025-07-15,2026-07-14,20260717
BZ2612.DCE,BZ2612,DCE,纯苯2612,BZ,,吨,30.0,人民币元/吨,1人民币元/吨,202612,2025-12-29,2026-12-28,20261231
Y2605.DCE,Y2605,DCE,豆油2605,Y,,吨,10.0,人民币元/吨,2人民币元/吨,202605,2025-05-20,2026-05-19,20260522
PB2701.SHF,PB2701,SHFE,沪铅2701,PB,,吨,5.0,人民币元/吨,5人民币元/吨,202701,2026-01-16,2027-01-15,20270119
ZN2611.SHF,ZN2611,SHFE,沪锌2611,ZN,,吨,5.0,人民币元/吨,5人民币元/吨,202611,2025-11-18,2026-11-16,20261118
BU2603.SHF,BU2603,SHFE,沥青2603,BU,,吨,10.0,人民币元/吨,1人民币元/吨,202603,2024-03-18,2026-03-16,20260318
PG2604.DCE,PG2604,DCE,LPG2604,PG,,吨,20.0,人民币元/吨,1人民币元/吨,202604,2025-04-28,2026-04-27,20260430
WH2609.ZCE,WH609,CZCE,强麦2609,WH,,吨,20.0,人民币元/吨,1人民币元/吨,202609,2025-09-15,2026-09-14,20261020
SP2603.SHF,SP2603,SHFE,纸浆2603,SP,,吨,10.0,人民币元/吨,2人民币元/吨,202603,2025-03-18,2026-03-16,20260318
AL2610.SHF,AL2610,SHFE,沪铝2610,AL,,吨,5.0,人民币元/吨,5人民币元/吨,202610,2025-10-16,2026-10-15,20261019
NI2610.SHF,NI2610,SHFE,沪镍2610,NI,,吨,1.0,人民币元/吨,10人民币元/吨,202610,2025-10-16,2026-10-15,20261019
MA2701.ZCE,MA701,CZCE,甲醇2701,MA,,吨,10.0,人民币元/吨,1人民币元/吨,202701,2026-01-19,2027-01-14,20270119
NI2603.SHF,NI2603,SHFE,沪镍2603,NI,,吨,1.0,人民币元/吨,10人民币元/吨,202603,2025-03-18,2026-03-16,20260318
AU2702.SHF,AU2702,SHFE,沪金2702,AU,,克,1000.0,人民币元/克,0.02人民币元/克,202702,2026-01-16,2027-02-15,20270216
ZC2604.ZCE,ZC604,CZCE,动力煤2604,ZC,,吨,100.0,人民币元/吨,0.2人民币元/吨,202604,2025-04-09,2026-04-08,20260413
EG2607.DCE,EG2607,DCE,乙二醇2607,EG,,吨,10.0,人民币元/吨,1人民币元/吨,202607,2025-07-29,2026-07-28,20260731
AL2605.SHF,AL2605,SHFE,沪铝2605,AL,,吨,5.0,人民币元/吨,5人民币元/吨,202605,2025-05-16,2026-05-15,20260519
BU2608.SHF,BU2608,SHFE,沥青2608,BU,,吨,10.0,人民币元/吨,1人民币元/吨,202608,2025-08-18,2026-08-17,20260819
LC2611.GFE,LC2611,GFEX,碳酸锂2611,LC,,吨,1.0,人民币元/吨,20人民币元/吨,202611,2025-11-17,2026-11-13,20261118
BZ2611.DCE,BZ2611,DCE,纯苯2611,BZ,,吨,30.0,人民币元/吨,1人民币元/吨,202611,2025-11-26,2026-11-25,20261130
BR2602.SHF,BR2602,SHFE,丁二烯橡胶2602,BR,,吨,5.0,人民币元/吨,5人民币元/吨,202602,2025-02-18,2026-02-24,20260226
OP2611.SHF,OP2611,SHFE,双胶纸2611,OP,,吨,40.0,人民币元/吨,2人民币元/吨,202611,2025-11-18,2026-11-16,20261118
EC2606.INE,EC2606,INE,集运指数(欧线)2606,EC,50.0,张,1.0,指数点,0.1指数点,202606,2025-07-01,2026-06-29,20260629
FU2607.SHF,FU2607,SHFE,燃油2607,FU,,吨,10.0,人民币元/吨,1人民币元/吨,202607,2025-07-01,2026-06-30,20260702
AD2602.SHF,AD2602,SHFE,铸造铝合金2602,AD,,吨,10.0,人民币元/吨,5人民币元/吨,202602,2025-06-10,2026-02-24,20260226
AD2603.SHF,AD2603,SHFE,铸造铝合金2603,AD,,吨,10.0,人民币元/吨,5人民币元/吨,202603,2025-06-10,2026-03-16,20260318
AD2604.SHF,AD2604,SHFE,铸造铝合金2604,AD,,吨,10.0,人民币元/吨,5人民币元/吨,202604,2025-06-10,2026-04-15,20260417
OI2701.ZCE,OI701,CZCE,菜油2701,OI,,吨,10.0,人民币元/吨,1人民币元/吨,202701,2026-01-19,2027-01-14,20270119
EG2605.DCE,EG2605,DCE,乙二醇2605,EG,,吨,10.0,人民币元/吨,1人民币元/吨,202605,2025-05-28,2026-05-26,20260529
OP2609.SHF,OP2609,SHFE,双胶纸2609,OP,,吨,40.0,人民币元/吨,2人民币元/吨,202609,2025-09-16,2026-09-15,20260917
SS2610.SHF,SS2610,SHFE,不锈钢2610,SS,,吨,5.0,人民币元/吨,5人民币元/吨,202610,2025-10-16,2026-10-15,20261019
ZC2609.ZCE,ZC609,CZCE,动力煤2609,ZC,,吨,100.0,人民币元/吨,0.2人民币元/吨,202609,2025-09-08,2026-09-07,20260910
PX2606.ZCE,PX606,CZCE,对二甲苯2606,PX,,吨,5.0,人民币元/吨,2人民币元/吨,202606,2025-06-17,2026-06-12,20260617
PX2608.ZCE,PX608,CZCE,对二甲苯2608,PX,,吨,5.0,人民币元/吨,2人民币元/吨,202608,2025-08-15,2026-08-14,20260819
SF2606.ZCE,SF606,CZCE,硅铁2606,SF,,吨,5.0,人民币元/吨,2人民币元/吨,202606,2025-06-17,2026-06-12,20260617
ZN2606.SHF,ZN2606,SHFE,沪锌2606,ZN,,吨,5.0,人民币元/吨,5人民币元/吨,202606,2025-06-17,2026-06-15,20260617
AD2610.SHF,AD2610,SHFE,铸造铝合金2610,AD,,吨,10.0,人民币元/吨,5人民币元/吨,202610,2025-10-16,2026-10-15,20261019
PK2701.ZCE,PK701,CZCE,花生2701,PK,,吨,5.0,人民币元/吨,2人民币元/吨,202701,2026-01-19,2027-01-14,20270119
WR2607.SHF,WR2607,SHFE,线材2607,WR,,吨,10.0,人民币元/吨,1人民币元/吨,202607,2025-07-16,2026-07-15,20260717
AD2605.SHF,AD2605,SHFE,铸造铝合金2605,AD,,吨,10.0,人民币元/吨,5人民币元/吨,202605,2025-06-10,2026-05-15,20260519
V2606.DCE,V2606,DCE,PVC2606,V,,吨,5.0,人民币元/吨,1人民币元/吨,202606,2025-06-17,2026-06-12,20260617
PB2611.SHF,PB2611,SHFE,沪铅2611,PB,,吨,5.0,人民币元/吨,5人民币元/吨,202611,2025-11-18,2026-11-16,20261118
BU2606.SHF,BU2606,SHFE,沥青2606,BU,,吨,10.0,人民币元/吨,1人民币元/吨,202606,2024-06-18,2026-06-15,20260617
A2603.DCE,A2603,DCE,豆一2603,A,,吨,10.0,人民币元/吨,1人民币元/吨,202603,2025-03-17,2026-03-13,20260318
NR2607.INE,NR2607,INE,20号胶2607,NR,,吨,10.0,人民币元/吨,5人民币元/吨,202607,2025-07-16,2026-07-15,20260722
